ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0446602213,"Morning, Noon &amp; Night",Sidney Sheldon,1996,Warner Books,http://images.amazon.com/images/P/0446602213.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446602213.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446602213.01.LZZZZZZZ.jpg
0380771233,Womancare: A gynecological guide to your body,Lynda Madaras,1981,Avon,http://images.amazon.com/images/P/0380771233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380771233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380771233.01.LZZZZZZZ.jpg
0679766111,The Complete Manual of Woodworking,Albert Jackson,1997,Alfred A. Knopf,http://images.amazon.com/images/P/0679766111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679766111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679766111.01.LZZZZZZZ.jpg
0451625196,The Odyssey,Homer,1946,Signet Book,http://images.amazon.com/images/P/0451625196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451625196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451625196.01.LZZZZZZZ.jpg
0803819471,Frank Schoonmaker's Encyclopedia of Wine,Frank Schoonmaker,1978,Midpoint Trade Books Inc,http://images.amazon.com/images/P/0803819471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803819471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803819471.01.LZZZZZZZ.jpg
0553279939,Showdown at Yellow Butte,LOUIS L'AMOUR,1983,Bantam,http://images.amazon.com/images/P/0553279939.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279939.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279939.01.LZZZZZZZ.jpg
1577489748,Heirloom Brides: Four Romantic Novellas Linked by Family and Love,Gina Fields,2001,Barbour Publishing,http://images.amazon.com/images/P/1577489748.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577489748.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577489748.01.LZZZZZZZ.jpg
034082607X,The Rice Mother,Rani Manicka,2003,Hodder &amp; Stoughton General Division,http://images.amazon.com/images/P/034082607X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034082607X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034082607X.01.LZZZZZZZ.jpg
0312253389,The Superintendent's Daughter: A Gil Mayo Mystery (Gil Mayo Mysteries),Marjorie Eccles,2000,St. Martin's Minotaur,http://images.amazon.com/images/P/0312253389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312253389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312253389.01.LZZZZZZZ.jpg
1592867669,Revealing the Covenant,Rusty Van Reeves,2003,Publishamerica,http://images.amazon.com/images/P/1592867669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1592867669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1592867669.01.LZZZZZZZ.jpg
0743415108,Eggshell Days,Rebecca Gregson,2002,Simon &amp; Schuster (Trade Division),http://images.amazon.com/images/P/0743415108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743415108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743415108.01.LZZZZZZZ.jpg
0553268007,"Sword of Glory (Children of the Lion, No 8)",Peter Danielson,1987,Bantam Books,http://images.amazon.com/images/P/0553268007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268007.01.LZZZZZZZ.jpg
0811213269,The Cantos of Ezra Pound (New Directions Paperbook),Ezra Pound,1996,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811213269.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811213269.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811213269.01.LZZZZZZZ.jpg
055356983X,Anne Frank's Tales from the Secret Annex,Anne Frank,1994,Bantam Books,http://images.amazon.com/images/P/055356983X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356983X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356983X.01.LZZZZZZZ.jpg
0821759426,Sea of Death,Richard Henrick,1998,Zebra Books,http://images.amazon.com/images/P/0821759426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821759426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821759426.01.LZZZZZZZ.jpg
0312998562,The Nerd Who Loved Me,Vicki Lewis Thompson,2004,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312998562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312998562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312998562.01.LZZZZZZZ.jpg
0609604996,God at the Edge: Searching for the Divine in Uncomfortable and Unexpected Places,Niles Elliot Goldstein,2000,Harmony Books,http://images.amazon.com/images/P/0609604996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609604996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609604996.01.LZZZZZZZ.jpg
8807810832,Garzanti - Gli Elefanti: Il Grande Sonno,Chandler,0,Feltrinelli,http://images.amazon.com/images/P/8807810832.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807810832.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8807810832.01.LZZZZZZZ.jpg
0028642422,The Complete Idiot's Guide to Theories of the Universe,Gary Moring,2001,Alpha Communications,http://images.amazon.com/images/P/0028642422.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0028642422.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0028642422.01.LZZZZZZZ.jpg
0934211426,Sutra &amp; Other Stories,Simin Danishvar,1994,Mage Publishers,http://images.amazon.com/images/P/0934211426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0934211426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0934211426.01.LZZZZZZZ.jpg
0425070085,Golden Hill,Shirley Lord,1984,Berkley Pub Group,http://images.amazon.com/images/P/0425070085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425070085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425070085.01.LZZZZZZZ.jpg
0062734830,Pregnancy Week-by-Week,Jane McDougall,1997,HarperResource,http://images.amazon.com/images/P/0062734830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062734830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062734830.01.LZZZZZZZ.jpg
0966446712,The Freezer Cooking Manual from 30 Day Gourmet : A Month of Meals Made Easy,Tara Wohlenhaus,1999,30 Day Gourmet Press,http://images.amazon.com/images/P/0966446712.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0966446712.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0966446712.01.LZZZZZZZ.jpg
0553562924,State of Siege,Mike McQuay,1994,Bantam Books,http://images.amazon.com/images/P/0553562924.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553562924.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553562924.01.LZZZZZZZ.jpg
1559707291,Sir John Gielgud : A Life in Letters,John Gielgud,2004,Arcade Publishing,http://images.amazon.com/images/P/1559707291.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559707291.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559707291.01.LZZZZZZZ.jpg
0752218484,East is East,Ayub Khan-Din,1999,FilmFour,http://images.amazon.com/images/P/0752218484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0752218484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0752218484.01.LZZZZZZZ.jpg
3453177525,Das Volk des Nebels.,W. Michael Gear,2001,Heyne,http://images.amazon.com/images/P/3453177525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453177525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453177525.01.LZZZZZZZ.jpg
067003097X,Girl from the South,Joanna Trollope,2002,Viking Books,http://images.amazon.com/images/P/067003097X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067003097X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067003097X.01.LZZZZZZZ.jpg
0137531370,Rapid healing foods,Ben Davis,1980,Parker Pub. Co,http://images.amazon.com/images/P/0137531370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0137531370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0137531370.01.LZZZZZZZ.jpg
0143016210,Weekend in Paris (Penguin Canada Ed.),Robyn Sisman,2004,Plume Books,http://images.amazon.com/images/P/0143016210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0143016210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0143016210.01.LZZZZZZZ.jpg
0140093303,Waiting for the End of the World (Contemporary American Fiction),Madison Smartt Bell,1986,Penguin USA,http://images.amazon.com/images/P/0140093303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140093303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140093303.01.LZZZZZZZ.jpg
0453030157,Mickey's Christmas Carol (Disney Classic),Walt Disney,1992,Mouse Works,http://images.amazon.com/images/P/0453030157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0453030157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0453030157.01.LZZZZZZZ.jpg
0517350416,Invitation To A Royal Wedding,Spink,1988,Crescent,http://images.amazon.com/images/P/0517350416.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517350416.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517350416.01.LZZZZZZZ.jpg
0385502605,Coldwater,MARDI MCCONNOCHIE,2001,Doubleday,http://images.amazon.com/images/P/0385502605.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385502605.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385502605.01.LZZZZZZZ.jpg
0141303824,"Hank Let Sleeping Dogs Lie (Hank the Cowdog, 6)",John R. Erickson,1998,Penguin Putnam~trade,http://images.amazon.com/images/P/0141303824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141303824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141303824.01.LZZZZZZZ.jpg
0671004441,The Alchemy of Love and Lust: How Our Sex Hormones Influence Our Relationships,Theresa L. Crenshaw,1997,Pocket,http://images.amazon.com/images/P/0671004441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004441.01.LZZZZZZZ.jpg
1569800405,Younger Women-Older Men,Beliza Ann Furman,1995,"Barricade Books, Inc.",http://images.amazon.com/images/P/1569800405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569800405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569800405.01.LZZZZZZZ.jpg
0802137938,Downers Grove,Michael Hornburg,2001,Grove Press,http://images.amazon.com/images/P/0802137938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802137938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802137938.01.LZZZZZZZ.jpg
1413701930,Jump Start,Gary Carter,2003,Publishamerica,http://images.amazon.com/images/P/1413701930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1413701930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1413701930.01.LZZZZZZZ.jpg
0671700103,"The Eyes of the Beholders (Star Trek: The Next Generation, No. 13)",A.C. Crispin,1990,Star Trek,http://images.amazon.com/images/P/0671700103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671700103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671700103.01.LZZZZZZZ.jpg
0060975733,With a Daughter's Eye: A Memoir of Margaret Mead and Gregory Bateson,Mary Catherine Bateson,1994,Perennial,http://images.amazon.com/images/P/0060975733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060975733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060975733.01.LZZZZZZZ.jpg
0139229485,To Live Until We Say Good-Bye,Elisabeth Kubler-Ross,1980,Prentice Hall,http://images.amazon.com/images/P/0139229485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0139229485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0139229485.01.LZZZZZZZ.jpg
0590309277,Giant Dinosaurs,Erna Rowe,1984,Scholastic,http://images.amazon.com/images/P/0590309277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590309277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590309277.01.LZZZZZZZ.jpg
0671529722,CHEERLEADERS THE EVIL LIVES FEAR STREET SUPERCHILLER 13 (Fear Street Super Chiller),R.L. Stine,1998,Simon Pulse,http://images.amazon.com/images/P/0671529722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671529722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671529722.01.LZZZZZZZ.jpg
0345353129,Protector,Larry Niven,1992,Del Rey Books,http://images.amazon.com/images/P/0345353129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345353129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345353129.01.LZZZZZZZ.jpg
0553119672,Fair Blows the Wind,Louis Lamour,0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553119672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553119672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553119672.01.LZZZZZZZ.jpg
0312926707,Benjamin Franklin and a Case of Christmas Murder,Robert Lee Hall,1992,St Martins Pr,http://images.amazon.com/images/P/0312926707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312926707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312926707.01.LZZZZZZZ.jpg
0374211795,Moghul Buffet,Cheryl Benard,1998,Farrar Straus &amp; Giroux,http://images.amazon.com/images/P/0374211795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374211795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374211795.01.LZZZZZZZ.jpg
0671627139,"Third Prize Surprise (Bad News Bunny, No 1)",Susan Saunders,1987,Simon &amp; Schuster,http://images.amazon.com/images/P/0671627139.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671627139.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671627139.01.LZZZZZZZ.jpg
0671298402,Star Ka'at,Andre Norton,1977,Pocket Books : Distributed by Simon &amp; Schuster,http://images.amazon.com/images/P/0671298402.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671298402.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671298402.01.LZZZZZZZ.jpg
0451202325,Cupboard Kisses (Signet Regency Romance),Barbara Metzger,2001,Signet Book,http://images.amazon.com/images/P/0451202325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451202325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451202325.01.LZZZZZZZ.jpg
0850316405,The Seaside Murders,Jonathan Goodman,1991,Allison &amp; Busby,http://images.amazon.com/images/P/0850316405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0850316405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0850316405.01.LZZZZZZZ.jpg
0449182800,Westward Angel,Catherine Creel,1995,Ivy Books,http://images.amazon.com/images/P/0449182800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449182800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449182800.01.LZZZZZZZ.jpg
0385336314,Dating Game,Danielle Steel,2003,Delacorte Press,http://images.amazon.com/images/P/0385336314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336314.01.LZZZZZZZ.jpg
1883422051,Tears and Rage: The Nursing Crisis in America,Jane Schweitzer,1996,Adams-Blake Publishing,http://images.amazon.com/images/P/1883422051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1883422051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1883422051.01.LZZZZZZZ.jpg
0671475479,Winston Churchill's Afternoon Nap: A wide-awake inquiry into the human nature of time,Jeremy Campbell,1987,Simon &amp; Schuster,http://images.amazon.com/images/P/0671475479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671475479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671475479.01.LZZZZZZZ.jpg
0425068153,Tom Brown's Field guide to city and suburban survival,Tom Brown,1984,Berkley Books,http://images.amazon.com/images/P/0425068153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425068153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425068153.01.LZZZZZZZ.jpg
0486297144,Life in Celtic Times,A. G. Smith,1997,Dover Publications,http://images.amazon.com/images/P/0486297144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486297144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486297144.01.LZZZZZZZ.jpg
1892123053,Women of Color,Darlene Mathis,1999,Capital Books (VA),http://images.amazon.com/images/P/1892123053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1892123053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1892123053.01.LZZZZZZZ.jpg
0736605673,Animal Farm,George Orwell,1981,Books on Tape,http://images.amazon.com/images/P/0736605673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0736605673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0736605673.01.LZZZZZZZ.jpg
0903505134,The House Plant Expert,"D.G., Dr. Hessayon",1990,Sterling Pub Co Inc,http://images.amazon.com/images/P/0903505134.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0903505134.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0903505134.01.LZZZZZZZ.jpg
0920236677,Barnaby and Mr. Ling,Allen Morgan,1984,Firefly Books,http://images.amazon.com/images/P/0920236677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0920236677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0920236677.01.LZZZZZZZ.jpg
0345303644,Wallenberg,Kati Marton,1985,Ballantine Books,http://images.amazon.com/images/P/0345303644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345303644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345303644.01.LZZZZZZZ.jpg
0525934030,Memory and Desire,Lisa Appignanesi,1992,Penguin USA,http://images.amazon.com/images/P/0525934030.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525934030.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525934030.01.LZZZZZZZ.jpg
0722503016,Herbs and fruit for vitamins (Everybody's home herbal),Ceres,1975,Thorsons,http://images.amazon.com/images/P/0722503016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0722503016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0722503016.01.LZZZZZZZ.jpg
1400030803,The Good Women of China : Hidden Voices,XINRAN XUE,2003,Anchor,http://images.amazon.com/images/P/1400030803.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400030803.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400030803.01.LZZZZZZZ.jpg
0380978407,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2002,William Morrow &amp; Company,http://images.amazon.com/images/P/0380978407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380978407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380978407.01.LZZZZZZZ.jpg
0760712468,Murder and Other Acts of Literature,Michele Slung,0,Barnes Noble Books,http://images.amazon.com/images/P/0760712468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0760712468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0760712468.01.LZZZZZZZ.jpg
0743244028,Polly's Ghost : A Novel,Abby Frucht,2002,Scribner,http://images.amazon.com/images/P/0743244028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743244028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743244028.01.LZZZZZZZ.jpg
078948000X,Teddy Bear Encyclopedia,Pauline Cockrill,2001,DK Publishing Inc,http://images.amazon.com/images/P/078948000X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078948000X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078948000X.01.LZZZZZZZ.jpg
0451119681,It's a Ziggy World,Tom Wilson,1982,New American Library,http://images.amazon.com/images/P/0451119681.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451119681.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451119681.01.LZZZZZZZ.jpg
0670861324,Third and Indiana,Steve Lopez,1995,Viking,http://images.amazon.com/images/P/0670861324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670861324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670861324.01.LZZZZZZZ.jpg
0764150987,"The Book of Spells: Over 40 Secret Recipes to Get Your Own Way in Love, Work, and Play",Nicola De Pulford,1998,Barron's Educational Series,http://images.amazon.com/images/P/0764150987.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764150987.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764150987.01.LZZZZZZZ.jpg
0140314466,A Bad Spell for the Worst Witch (Young Puffin Books),Jill Murphy,1991,Penguin USA,http://images.amazon.com/images/P/0140314466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140314466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140314466.01.LZZZZZZZ.jpg
0380785617,Heart Breaker,Nicole Jordan,1998,Avon,http://images.amazon.com/images/P/0380785617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380785617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380785617.01.LZZZZZZZ.jpg
